Id,Code,Name,Description,UnitOfMeasure,CategoryId,CompanyId,ReorderPoint,SupportsMultiPrice,BarcodeNo,AddedOn,ModifiedOn,UpdatedBy,IsActive
63,395,"Handy Pack 85G",NULL,3,14,125,30.00,0,NULL,"2017-09-22 19:13:16","2018-06-03 16:44:14",NULL,1
64,396,"Snack Cracker 100G",NULL,3,14,125,0.00,0,NULL,"2017-09-22 19:13:16","2018-11-24 10:19:07",NULL,0
65,397,"Snack Cracker 170G",NULL,3,14,125,3.00,0,NULL,"2017-09-22 19:13:16","2018-11-24 10:19:07",NULL,1
66,398,"Snack Cracker 260G",NULL,18,14,125,6.00,0,NULL,"2017-09-22 19:13:17","2018-11-24 10:19:07",NULL,1
67,399,"Super Cream Cracker 125G",NULL,3,14,125,36.00,0,NULL,"2017-09-22 19:13:17","2018-11-24 10:19:07",NULL,1
68,400,"Super Cream Cracker 190G",NULL,3,14,125,24.00,0,NULL,"2017-09-22 19:13:17","2018-11-24 10:19:07",NULL,1
69,401,"Super Cream Cracker 500G",NULL,3,14,125,12.00,0,NULL,"2017-09-22 19:13:17","2018-11-24 10:19:07",NULL,1
70,402,"Tea Time Assorted 200G",NULL,3,14,125,3.00,0,NULL,"2017-09-22 19:13:17","2018-11-24 10:19:07",NULL,1
71,403,"Tifin 125G",NULL,3,14,125,6.00,0,NULL,"2017-09-22 19:13:17","2019-10-02 14:34:20",6,1
72,404,"Tikiri Marie 360G",NULL,3,14,125,20.00,0,NULL,"2017-09-22 19:13:18","2020-05-11 16:29:33",4,1
73,405,"Tikiri Marie 80G",NULL,3,14,125,40.00,0,NULL,"2017-09-22 19:13:18","2019-07-23 13:00:16",2,1
74,406,"Wafer 400G",NULL,3,14,125,6.00,0,NULL,"2017-09-22 19:13:18","2020-03-03 17:35:52",2,1
75,407,"Wafer 85G",NULL,3,14,125,6.00,0,NULL,"2017-09-22 19:13:18","2019-11-30 16:19:58",4,1
76,1594,"Lemon / Orange Cream 400G",NULL,3,14,125,8.00,0,NULL,"2017-09-22 19:13:18","2018-11-24 10:19:07",NULL,1
77,1656,"Sun Cracker 95G S&P",NULL,3,14,125,6.00,0,NULL,"2017-09-22 19:13:18","2019-07-20 16:13:56",2,1
78,1815,"Shorties 65G",NULL,3,14,88,6.00,0,NULL,"2017-09-22 19:13:18","2020-03-13 15:45:23",6,1
79,1865,"Buddy Marie",NULL,3,14,125,0.00,0,NULL,"2017-09-22 19:13:19","2018-11-24 10:19:08",NULL,1
80,1884,"Kothalahimbutu  100G",NULL,3,14,125,0.00,0,NULL,"2017-09-22 19:13:19","2018-11-24 10:19:08",NULL,1
81,1983,"Tifin Onion 125G",NULL,3,14,125,12.00,0,NULL,"2017-09-22 19:13:19","2019-10-02 14:34:31",6,1
82,2008,"Stix 20G",NULL,3,14,125,36.00,0,NULL,"2017-09-22 19:13:19","2018-11-24 10:19:08",NULL,1
83,2068,"Stix 55G",NULL,3,14,125,6.00,0,NULL,"2017-09-22 19:13:19","2018-11-24 10:19:08",NULL,1
84,2069,"Stix 100G",NULL,3,14,125,6.00,0,NULL,"2017-09-22 19:13:20","2018-11-24 10:19:08",NULL,1
86,2087,"Bran Cracker 160G",NULL,3,14,125,0.00,0,NULL,"2017-09-22 19:13:20","2018-11-24 10:19:08",NULL,1
87,2158,"Cake Compound 01Kg",NULL,3,61,201,0.00,0,NULL,"2017-09-22 19:13:20","2018-11-24 10:19:08",NULL,1
88,2164,"Potato Cracker",NULL,3,14,125,6.00,0,NULL,"2017-09-22 19:13:20","2020-03-06 08:30:38",2,0
89,2166,"Handy Pack 360G",NULL,3,14,125,4.00,0,NULL,"2017-09-22 19:13:20","2018-11-24 10:19:08",NULL,1
90,2188,"Savoury 60G",NULL,3,14,125,0.00,0,NULL,"2017-09-22 19:13:21","2018-11-24 10:19:08",NULL,1
91,2201,"Ginger Biscuit 200G",NULL,3,14,125,6.00,0,NULL,"2017-09-22 19:13:21","2018-11-24 10:19:08",NULL,1
92,2227,"Rounds 300G",NULL,3,14,125,3.00,0,NULL,"2017-09-22 19:13:21","2018-11-24 10:19:08",NULL,1
93,652,"Little Lion Wafers 100G",NULL,3,14,55,0.00,0,NULL,"2017-09-22 19:13:21","2018-11-24 11:02:30",NULL,1
94,2131,"Wafers Little Lion 100G",NULL,3,14,55,3.00,0,NULL,"2017-09-22 19:13:21","2018-11-24 10:19:08",NULL,1
95,2205,"Baby Rusks Golden Cow 70G",NULL,3,14,55,3.00,0,NULL,"2017-09-22 19:13:21","2018-11-24 10:19:08",NULL,1
96,2206,"Baby Rusks Golden Cow 110G",NULL,3,14,55,3.00,0,NULL,"2017-09-22 19:13:21","2018-11-24 10:19:08",NULL,1
97,2147,"Wafers 18G [Punchi]",NULL,3,14,203,6.00,0,NULL,"2017-09-22 19:13:22","2018-11-24 10:19:08",NULL,1
98,2126,"Chocolate Chips Cookies 400G",NULL,18,14,218,6.00,0,NULL,"2017-09-22 19:13:22","2018-11-24 11:02:30",NULL,0
99,2127,"Assorted Cookies 350G",NULL,18,14,218,0.00,0,NULL,"2017-09-22 19:13:22","2018-11-24 11:02:30",NULL,0
100,2128,"Ginger Cookies 240G",NULL,18,14,218,0.00,0,NULL,"2017-09-22 19:13:23","2018-11-24 11:02:30",NULL,1
101,99,"Chocolate Fingers 16G",NULL,3,15,125,12.00,0,NULL,"2017-09-22 19:13:23","2018-11-24 11:02:30",NULL,1
102,100,"Chunky Choc Trio 60G",NULL,8,15,125,6.00,0,NULL,"2017-09-22 19:13:23","2020-02-18 13:22:44",4,1
103,101,"Chunky Choc 120G",NULL,8,15,125,3.00,0,NULL,"2017-09-22 19:13:23","2018-11-24 11:02:30",NULL,1
104,102,"Chunky Choc 200G",NULL,8,15,125,3.00,0,NULL,"2017-09-22 19:13:23","2020-04-29 13:08:18",2,1
105,103,"Choco-Mo 40G",NULL,8,15,125,3.00,0,NULL,"2017-09-22 19:13:24","2020-02-18 13:21:01",4,1
106,104,"Choco-Mo 100G",NULL,8,15,125,3.00,0,NULL,"2017-09-22 19:13:24","2018-12-22 19:33:15",NULL,1
107,105,"Pebbles 12G Cbl",NULL,3,15,125,24.00,0,NULL,"2017-09-22 19:13:24","2020-02-18 13:24:58",4,1
108,106,"Bubbles 45G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:24","2018-11-24 11:02:30",NULL,1
109,107,"Bubbles 100G",NULL,16,15,88,6.00,0,NULL,"2017-09-22 19:13:24","2020-03-13 15:45:04",6,1
110,108,"Revello Fantasy Milk 50G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:24","2018-11-24 11:02:30",NULL,1
111,109,"Revello Fantasy Cashew 50G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:25","2020-04-29 13:08:36",2,1
112,120,"Revello Hazel&Nut 100G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:25","2020-02-18 13:29:58",4,1
113,121,"Revello Milk 170G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:25","2018-11-24 11:02:30",NULL,1
114,123,"Rave/Tropica/Champ/Magic 26G",NULL,6,15,88,6.00,0,NULL,"2017-09-22 19:13:25","2018-11-29 12:39:34",NULL,1
115,124,"Cake Swissroll200G",NULL,8,15,125,6.00,0,NULL,"2017-09-22 19:13:26","2020-02-18 13:17:44",4,1
116,126,"Chocolate Fingers 28G",NULL,3,15,125,6.00,0,NULL,"2017-09-22 19:13:26","2018-11-24 11:02:30",NULL,1
117,127,"Chocolate Fingers 40G",NULL,8,15,125,6.00,0,NULL,"2017-09-22 19:13:26","2018-11-24 11:02:30",NULL,1
118,128,"Chocolate Fingers 85G",NULL,8,15,88,6.00,0,NULL,"2017-09-22 19:13:26","2020-03-13 15:44:44",6,1
119,129,"Chocolate Fingers 130G",NULL,8,15,125,6.00,0,NULL,"2017-09-22 19:13:26","2018-11-24 11:02:30",NULL,1
120,130,"Chocolate Fingers 200G",NULL,8,15,125,6.00,0,NULL,"2017-09-22 19:13:26","2019-08-01 16:44:41",2,1
121,132,"Pebbles Tube 25G",NULL,19,15,125,6.00,0,NULL,"2017-09-22 19:13:27","2019-06-23 17:47:54",2,1
122,133,"Chocolate 20G Rs:20",NULL,16,15,34,24.00,0,NULL,"2017-09-22 19:13:27","2019-11-28 16:29:14",6,1
123,134,"Chocolate 30G Rs:30",NULL,16,15,34,12.00,0,NULL,"2017-09-22 19:13:27","2020-02-18 13:19:42",4,1
124,135,"Chocolate 50G Rs:50",NULL,16,15,34,12.00,0,NULL,"2017-09-22 19:13:27","2019-11-28 16:29:29",6,1
125,136,"Chocolate 100G Rs:100",NULL,16,15,125,12.00,0,NULL,"2017-09-22 19:13:28","2018-11-24 11:02:30",NULL,1
126,137,"Revello Fantasy Peanut 50G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:28","2018-11-24 11:02:31",NULL,1
127,138,"Revello Fantasy Hazenut 50G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:28","2018-11-24 11:02:31",NULL,1
128,139,"Nik-Nak/Chit-Chat 6G",NULL,5,15,125,24.00,0,NULL,"2017-09-22 19:13:28","2020-02-18 13:24:17",4,1
129,140,"Revello Milk 50G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:29","2018-11-24 11:02:31",NULL,1
130,141,"Revello Crispies 50G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:29","2018-11-24 11:02:31",NULL,1
131,142,"Revello Cashew 50G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:29","2020-02-18 13:26:51",4,1
132,143,"Revello Milk 100G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:29","2018-11-24 11:02:31",NULL,1
133,144,"Revello Crispies 100G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:30","2018-11-24 11:02:31",NULL,1
134,145,"Revello Cashew 100G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:30","2020-02-18 13:26:35",4,1
135,146,"Revello Almond 100G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:30","2018-11-24 11:02:31",NULL,1
136,147,"Revello Fruit & Nut 100G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:30","2020-02-18 13:29:02",4,1
137,148,"Revello Crispies 170G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:31","2018-11-24 11:02:31",NULL,1
138,149,"Revello Hazelnut 170G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:31","2020-02-18 13:30:16",4,1
139,150,"Revello Cashew 170G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:31","2020-02-18 13:26:17",4,1
140,151,"Revello Almond 170G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:32","2018-11-24 11:02:31",NULL,1
141,152,"Revello Fruit & Nut 170G",NULL,16,15,125,6.00,0,NULL,"2017-09-22 19:13:32","2020-02-18 13:29:20",4,1
142,153,"Cooking Chocolate Dark 400G",NULL,3,15,125,3.00,0,NULL,"2017-09-22 19:13:32","2018-11-24 11:02:31",NULL,1
143,154,"Cooking Chocolate Dark 1.8Kg",NULL,3,15,125,3.00,0,NULL,"2017-09-22 19:13:32","2018-11-24 11:02:31",NULL,1
144,987,Chocolate-Duo,NULL,3,15,125,0.00,0,NULL,"2017-09-22 19:13:32","2018-11-24 11:02:31",NULL,1
145,1593,"Cooking Chocolate White 1.8 Kg",NULL,3,15,125,3.00,0,NULL,"2017-09-22 19:13:32","2020-02-18 13:23:13",4,1
146,1692,"Rave/Champ/Tropica 13G",NULL,6,15,125,24.00,0,NULL,"2017-09-22 19:13:33","2020-02-18 13:25:37",4,1
147,1826,"Revello Dark Chocolate S/F",NULL,6,15,125,3.00,0,NULL,"2017-09-22 19:13:33","2018-11-24 11:02:31",NULL,1
148,1827,"Revello Dark Chocolate",NULL,6,15,125,3.00,0,NULL,"2017-09-22 19:13:33","2018-11-24 11:02:31",NULL,1
149,2022,"Chocolate Five Star",NULL,6,15,125,0.00,0,NULL,"2017-09-22 19:13:34","2018-11-24 11:02:31",NULL,1
150,1645,"Cooking Chocolate Dark 1Kg East-West",NULL,3,15,30,0.00,0,NULL,"2017-09-22 19:13:34","2020-01-23 16:59:52",2,1
151,1716,Drinking-Chocolate-500Gm,NULL,18,15,30,3.00,0,NULL,"2017-09-22 19:13:35","2018-11-24 11:02:31",NULL,1
152,168,"Chocolate 10G Rs:10",NULL,6,15,88,120.00,0,NULL,"2017-09-22 19:13:35","2018-12-12 12:15:21",NULL,1
153,204,"Milk Large 160G",NULL,3,15,34,3.00,0,NULL,"2017-09-22 19:13:35","2018-11-24 11:02:31",NULL,1
154,206,"Kandos Cashewnut 100G",NULL,16,15,34,3.00,0,NULL,"2017-09-22 19:13:35","2019-09-01 12:59:10",2,1
155,207,"Choconut Mini 30G Kandos",NULL,8,15,34,3.00,0,NULL,"2017-09-22 19:13:35","2020-02-18 13:22:01",4,1
156,208,"Choconut Small 50G Kandos",NULL,8,15,34,3.00,0,NULL,"2017-09-22 19:13:35","2020-02-18 13:22:19",4,1
157,209,"Choconut Large 90G Kandos",NULL,8,15,34,3.00,0,NULL,"2017-09-22 19:13:36","2018-11-24 11:02:31",NULL,1
158,210,"Choco Buddy 5G Kandos",NULL,5,15,34,3.00,0,NULL,"2017-09-22 19:13:36","2018-11-24 11:02:31",NULL,1
159,824,"Bar Chocolate 45G Kandos",NULL,6,15,34,3.00,0,NULL,"2017-09-22 19:13:37","2019-07-27 16:51:05",2,1
160,825,"Kandos Bar Chocolate 20G",NULL,6,15,34,3.00,0,NULL,"2017-09-22 19:13:37","2018-11-24 11:02:31",NULL,1
161,826,"21 Collection Milk 200G Kandos",NULL,16,15,34,0.00,0,NULL,"2017-09-22 19:13:37","2018-11-24 11:02:31",NULL,1
162,827,"21 Colle.Hazel Nut 200G Kandos",NULL,16,15,34,0.00,0,NULL,"2017-09-22 19:13:38","2018-11-24 11:02:31",NULL,1
163,828,"21 Colle.Fruit& Nut 200G Kandos",NULL,16,15,34,0.00,0,NULL,"2017-09-22 19:13:38","2018-11-24 11:02:31",NULL,1
164,829,"Promises Mini 120G Kandos",NULL,8,15,34,3.00,0,NULL,"2017-09-22 19:13:38","2018-11-24 11:02:31",NULL,1
165,830,"Surpsise 160G Kandos",NULL,16,15,34,0.00,0,NULL,"2017-09-22 19:13:38","2018-11-24 11:02:31",NULL,1
166,1187,"Bar Chocolate Cashew Kandos",NULL,6,15,34,12.00,0,NULL,"2017-09-22 19:13:39","2018-11-24 11:02:31",NULL,1
167,1188,"Cracker Jack 45G",NULL,6,15,34,12.00,0,NULL,"2017-09-22 19:13:39","2018-11-24 11:02:31",NULL,1
168,1189,"Bar Milk Chocolate 45G",NULL,16,15,34,12.00,0,NULL,"2017-09-22 19:13:40","2019-09-25 12:17:23",6,1
169,1268,"21 Colln.Cashew Nut Milk Chocolate",NULL,16,15,34,0.00,0,NULL,"2017-09-22 19:13:40","2018-11-24 11:02:31",NULL,1
170,1269,"Chocolate 37G Rs:40",NULL,16,15,34,3.00,0,NULL,"2017-09-22 19:13:40","2018-11-24 11:02:31",NULL,1
171,1270,"Katch Ate 30G",NULL,6,15,34,3.00,0,NULL,"2017-09-22 19:13:40","2018-11-24 11:02:31",NULL,1
172,1271,"Cooking Chocolate G-B 1Kg",NULL,3,15,34,3.00,0,NULL,"2017-09-22 19:13:41","2018-11-24 11:02:31",NULL,1
173,1272,"Cooking Chocolate G-A 200G",NULL,3,15,34,3.00,0,NULL,"2017-09-22 19:13:41","2018-11-24 11:02:31",NULL,1
174,1287,"Super Blend 160G",NULL,16,15,34,3.00,0,NULL,"2017-09-22 19:13:41","2018-11-24 11:02:31",NULL,1
175,1288,"Choco Peanut 25G",NULL,6,15,34,12.00,0,NULL,"2017-09-22 19:13:41","2018-11-24 11:02:31",NULL,1
176,1659,"Cooking Chocolate A 1Kg",NULL,3,15,34,0.00,0,NULL,"2017-09-22 19:13:41","2018-11-24 11:02:31",NULL,1
177,1765,"Kandos Cashewnut 45G",NULL,16,15,34,6.00,0,NULL,"2017-09-22 19:13:41","2019-09-01 12:59:40",2,1
178,1793,"Chocolate S/L Milk",NULL,16,15,34,3.00,0,NULL,"2017-09-22 19:13:42","2018-11-24 11:33:19",NULL,1
179,1794,"Chocolate S/L Fruit & Nut",NULL,16,15,34,3.00,0,NULL,"2017-09-22 19:13:42","2018-11-24 11:33:23",NULL,1
180,1845,"Kandos Cashewnut 160G",NULL,16,15,34,3.00,0,NULL,"2017-09-22 19:13:43","2019-09-01 12:58:35",2,1
181,2035,"Mars Bars Chocolate33G",NULL,6,15,34,20.00,0,NULL,"2017-09-22 19:13:43","2018-11-24 11:33:27",NULL,1
182,2079,"Gram Multta (250G)",NULL,3,15,34,0.00,0,NULL,"2017-09-22 19:13:44","2018-11-24 11:33:27",NULL,1
183,2100,"Chocolate Cocoa Dark",NULL,6,15,34,0.00,0,NULL,"2017-09-22 19:13:44","2018-11-24 11:33:27",NULL,1
184,2122,"Bar Chocolate White Cream",NULL,6,15,34,3.00,0,NULL,"2017-09-22 19:13:44","2018-11-24 11:33:27",NULL,1
185,2130,"Chocolate Bunty",NULL,5,15,34,0.00,0,NULL,"2017-09-22 19:13:45","2018-11-24 11:33:27",NULL,1
186,2233,"Chocolate Sugar Free",NULL,6,15,34,3.00,0,NULL,"2017-09-22 19:13:45","2018-11-24 11:33:27",NULL,1
187,1551,Polo,NULL,5,15,100,12.00,0,NULL,"2017-09-22 19:13:46","2018-11-24 11:33:27",NULL,1
188,605,"Mars Chocolate 18G",NULL,6,15,23,3.00,0,NULL,"2017-09-22 19:13:46","2019-01-04 13:12:08",NULL,1
189,467,"Kitkat (L) 41.5G",NULL,6,15,117,0.00,0,NULL,"2017-09-22 19:13:47","2018-11-24 11:33:27",NULL,1
190,671,"Kitkat(S) 20.5G",NULL,6,15,117,0.00,0,NULL,"2017-09-22 19:13:47","2018-11-24 11:33:27",NULL,1
191,1299,"Kinder Joy",NULL,5,15,192,6.00,0,NULL,"2017-09-22 19:13:47","2019-12-29 17:36:22",2,1
192,14,Chicken-Full,NULL,2,16,166,20.00,0,NULL,"2017-09-22 19:13:47","2020-03-26 17:55:19",2,1
193,15,Chicken-Breast,NULL,2,16,166,7.00,0,NULL,"2017-09-22 19:13:47","2020-01-14 15:44:01",4,1
194,16,Chicken-Thigh,NULL,2,16,166,10.00,0,NULL,"2017-09-22 19:13:47","2018-11-24 11:43:03",NULL,1
195,590,"Chicken-Back Quarter",NULL,2,16,166,4.00,0,NULL,"2017-09-22 19:13:48","2018-11-24 11:43:03",NULL,1
196,591,Chicken-Drumstick,NULL,2,16,166,10.00,0,NULL,"2017-09-22 19:13:48","2018-11-24 11:43:03",NULL,1
197,1947,"Mutton Cubed",NULL,2,16,30,1.00,0,NULL,"2017-09-22 19:13:48","2020-03-01 11:47:02",6,1
198,1891,"Chicken Stock Powder 100G",NULL,3,16,107,3.00,0,NULL,"2017-09-22 19:13:48","2018-11-24 11:43:03",NULL,1
199,17,"Lifebuoy 50G",NULL,5,17,123,12.00,0,NULL,"2017-09-22 19:13:48","2018-11-24 11:43:03",NULL,1
200,19,"Lux 100G",NULL,5,17,123,18.00,0,NULL,"2017-09-22 19:13:49","2018-11-24 11:43:03",NULL,1
201,20,"Vim 100G",NULL,5,17,123,24.00,0,NULL,"2017-09-22 19:13:49","2018-11-24 11:43:03",NULL,1
