ProductId,Quantity,ExpiryDate,PriceId
6113,500,2018-03-06,3110
6114,500,2018-03-07,3111
6115,500,2018-03-08,3112
6116,500,2018-03-09,3113
6117,500,2018-03-10,3114
6118,500,2018-03-11,3115
6119,500,2018-03-12,3116
6120,500,2018-03-13,3117
6121,500,2018-03-14,3118
6122,500,2018-03-15,3119
6123,500,2018-03-16,3120
6124,500,2018-03-17,3121
6125,500,2018-03-18,3122
6126,500,2018-03-19,3123
6127,500,2018-03-20,3124
6128,500,2018-03-21,3125
6129,500,2018-03-22,3126
6130,500,2018-03-23,3127
6131,500,2018-03-24,3128
6132,500,2018-03-25,3129
6133,500,2018-03-26,3130
6134,500,2018-03-27,3131
6135,500,2018-03-28,3132
6136,500,2018-03-29,3133
6137,500,2018-03-30,3134
6138,500,2018-03-31,3135
6139,500,2018-04-01,3136
6140,500,2018-04-02,3137
6141,500,2018-04-03,3138
6142,500,2018-04-04,3139
6143,500,2018-04-05,3140
6144,500,2018-04-06,3141
6145,500,2018-04-07,3142
6146,500,2018-04-08,3143
6147,500,2018-04-09,3144
6148,500,2018-04-10,3145
6149,500,2018-04-11,3146
6150,500,2018-04-12,3147
6151,500,2018-04-13,3148
6152,500,2018-04-14,3149
6153,500,2018-04-15,3150
6154,500,2018-04-16,3151
6155,500,2018-04-17,3152
6156,500,2018-04-18,3153
6157,500,2018-04-19,3154
6158,500,2018-04-20,3155
6159,500,2018-04-21,3156
6160,500,2018-04-22,3157
6161,500,2018-04-23,3158
6162,496,2018-04-24,3159
6163,499,2018-04-25,3160
6164,488,2018-04-26,3161
6165,499,2018-04-27,3162
6166,500,2018-04-28,3163
6167,498,2018-04-29,3164
6168,500,2018-04-30,3165
6169,500,2018-05-01,3166
6170,500,2018-05-02,3167
6171,500,2018-05-03,3168
6172,498,2018-05-04,3169
6173,500,2018-05-05,3170
6174,500,2018-05-06,3171
6175,500,2018-05-07,3172
6176,500,2018-05-08,3173
6177,500,2018-05-09,3174
6178,500,2018-05-10,3175
6179,500,2018-05-11,3176
6180,500,2018-05-12,3177
6181,500,2018-05-13,3178
6182,500,2018-05-14,3179
6183,500,2018-05-15,3180
6184,500,2018-05-16,3181
6185,500,2018-05-17,3182
6186,500,2018-05-18,3183
6187,500,2018-05-19,3184
6188,500,2018-05-20,3185
6189,500,2018-05-21,3186
6190,500,2018-05-22,3187
6191,500,2018-05-23,3188
6192,500,2018-05-24,3189
6193,500,2018-05-25,3190
6194,500,2018-05-26,3191
6195,500,2018-05-27,3192
6196,500,2018-05-28,3193
6197,500,2018-05-29,3194
6198,500,2018-05-30,3195
6199,500,2018-05-31,3196
6200,500,2018-06-01,3197
6201,500,2018-06-02,3198
6202,500,2018-06-03,3199
6203,500,2018-06-04,3200
6204,500,2018-06-05,3201
6205,500,2018-06-06,3202
6206,500,2018-06-07,3203
6207,500,2018-06-08,3204
6208,500,2018-06-09,3205
6209,500,2018-06-10,3206
6210,500,2018-06-11,3207
6211,500,2018-06-12,3208
6212,500,2018-06-13,3209
6213,500,2018-06-14,3210
6214,500,2018-06-15,3211
6215,500,2018-06-16,3212
6216,500,2018-06-17,3213
6217,500,2018-06-18,3214
6218,500,2018-06-19,3215
6219,500,2018-06-20,3216
6220,500,2018-06-21,3217
6221,500,2018-06-22,3218
6222,500,2018-06-23,3219
6223,500,2018-06-24,3220
6224,500,2018-06-25,3221
6225,500,2018-06-26,3222
6226,500,2018-06-27,3223
6227,500,2018-06-28,3224
6228,500,2018-06-29,3225
6229,500,2018-06-30,3226
6230,500,2018-07-01,3227
6231,500,2018-07-02,3228
6232,500,2018-07-03,3229
6233,500,2018-07-04,3230
6234,500,2018-07-05,3231
6235,500,2018-07-06,3232
6236,500,2018-07-07,3233
6237,500,2018-07-08,3234
6238,500,2018-07-09,3235
6239,500,2018-07-10,3236
6240,500,2018-07-11,3237
6241,500,2018-07-12,3238
6242,500,2018-07-13,3239
6243,500,2018-07-14,3240
6244,500,2018-07-15,3241
6245,500,2018-07-16,3242
6246,500,2018-07-17,3243
6247,500,2018-07-18,3244
6248,500,2018-07-19,3245
6249,500,2018-07-20,3246
6250,500,2018-07-21,3247
6251,500,2018-07-22,3248
6252,500,2018-07-23,3249
6253,500,2018-07-24,3250
6254,500,2018-07-25,3251
6255,500,2018-07-26,3252
6256,500,2018-07-27,3253
6257,500,2018-07-28,3254
6258,500,2018-07-29,3255
6259,500,2018-07-30,3256
6260,500,2018-07-31,3257
6261,500,2018-08-01,3258
6262,500,2018-08-02,3259
6263,500,2018-08-03,3260
6264,500,2018-08-04,3261
6265,500,2018-08-05,3262
6266,500,2018-08-06,3263
6267,500,2018-08-07,3264
6268,500,2018-08-08,3265
6269,500,2018-08-09,3266
6270,500,2018-08-10,3267
6271,500,2018-08-11,3268
6272,500,2018-08-12,3269
6273,500,2018-08-13,3270
6274,500,2018-08-14,3271
6275,500,2018-08-15,3272
6276,500,2018-08-16,3273
6277,500,2018-08-17,3274
6278,500,2018-08-18,3275
6279,500,2018-08-19,3276
6280,500,2018-08-20,3277
6281,500,2018-08-21,3278
6282,500,2018-08-22,3279
6283,500,2018-08-23,3280
6284,500,2018-08-24,3281
6285,500,2018-08-25,3282
6286,500,2018-08-26,3283
6287,500,2018-08-27,3284
6288,500,2018-08-28,3285
6289,500,2018-08-29,3286
6290,500,2018-08-30,3287
6291,500,2018-08-31,3288
6292,500,2018-09-01,3289
6293,500,2018-09-02,3290
6294,500,2018-09-03,3291
6295,500,2018-09-04,3292
6296,500,2018-09-05,3293
6297,500,2018-09-06,3294
6298,500,2018-09-07,3295
6299,500,2018-09-08,3296
6300,500,2018-09-09,3297
6301,500,2018-09-10,3298
6302,500,2018-09-11,3299
6303,500,2018-09-12,3300
6304,500,2018-09-13,3301
6305,500,2018-09-14,3302
6306,500,2018-09-15,3303
6307,500,2018-09-16,3304
6308,500,2018-09-17,3305
6309,500,2018-09-18,3306
6310,500,2018-09-19,3307
6311,500,2018-09-20,3308
6312,500,2018-09-21,3309
6313,500,2018-09-22,3310
6314,500,2018-09-23,3311
6315,500,2018-09-24,3312
6316,500,2018-09-25,3313
6317,500,2018-09-26,3314
6318,500,2018-09-27,3315
6319,500,2018-09-28,3316
6320,500,2018-09-29,3317
6321,500,2018-09-30,3318
6322,500,2018-10-01,3319
6323,500,2018-10-02,3320
6324,500,2018-10-03,3321
6325,500,2018-10-04,3322
6326,500,2018-10-05,3323
6327,500,2018-10-06,3324
6328,500,2018-10-07,3325
6329,500,2018-10-08,3326
6330,500,2018-10-09,3327
6331,500,2018-10-10,3328
6332,500,2018-10-11,3329
6333,500,2018-10-12,3330
6334,500,2018-10-13,3331
6335,500,2018-10-14,3332
6336,500,2018-10-15,3333
6337,500,2018-10-16,3334
6338,500,2018-10-17,3335
6339,500,2018-10-18,3336
6340,500,2018-10-19,3337
6341,500,2018-10-20,3338
6342,500,2018-10-21,3339
6343,500,2018-10-22,3340
6344,500,2018-10-23,3341
6345,500,2018-10-24,3342
6346,500,2018-10-25,3343
6347,500,2018-10-26,3344
6348,500,2018-10-27,3345
6349,500,2018-10-28,3346
6350,500,2018-10-29,3347
6351,500,2018-10-30,3348
6352,500,2018-10-31,3349
6353,500,2018-11-01,3350
6354,500,2018-11-02,3351
6355,500,2018-11-03,3352
6356,500,2018-11-04,3353
6357,500,2018-11-05,3354
6358,500,2018-11-06,3355
6359,500,2018-11-07,3356
6360,500,2018-11-08,3357
6361,500,2018-11-09,3358
6362,500,2018-11-10,3359
6363,500,2018-11-11,3360
6364,500,2018-11-12,3361
6365,500,2018-11-13,3362
6366,500,2018-11-14,3363
6367,500,2018-11-15,3364
6368,500,2018-11-16,3365
6369,500,2018-11-17,3366
6370,500,2018-11-18,3367
6371,500,2018-11-19,3368
6372,500,2018-11-20,3369
6373,500,2018-11-21,3370
6374,500,2018-11-22,3371
6375,500,2018-11-23,3372
6376,500,2018-11-24,3373
6377,500,2018-11-25,3374
6378,500,2018-11-26,3375
6379,500,2018-11-27,3376
6380,500,2018-11-28,3377
6381,500,2018-11-29,3378
6382,500,2018-11-30,3379
6383,500,2018-12-01,3380
6384,500,2018-12-02,3381
6385,500,2018-12-03,3382
6386,500,2018-12-04,3383
6387,500,2018-12-05,3384
6388,500,2018-12-06,3385
6389,500,2018-12-07,3386
6390,500,2018-12-08,3387
6391,500,2018-12-09,3388
6392,500,2018-12-10,3389
6393,500,2018-12-11,3390
6394,500,2018-12-12,3391
6395,500,2018-12-13,3392
6396,500,2018-12-14,3393
6397,500,2018-12-15,3394
6398,500,2018-12-16,3395
6399,500,2018-12-17,3396
6400,500,2018-12-18,3397
6401,500,2018-12-19,3398
6402,500,2018-12-20,3399
6403,500,2018-12-21,3400
6404,500,2018-12-22,3401
6405,500,2018-12-23,3402
6406,500,2018-12-24,3403
6407,500,2018-12-25,3404
6408,500,2018-12-26,3405
6409,500,2018-12-27,3406
6410,500,2018-12-28,3407
6411,500,2018-12-29,3408
6412,500,2018-12-30,3409
6413,500,2018-12-31,3410
6414,500,2019-01-01,3411
6415,500,2019-01-02,3412
6416,500,2019-01-03,3413
6417,500,2019-01-04,3414
6418,500,2019-01-05,3415
6419,500,2019-01-06,3416
6420,500,2019-01-07,3417
6421,500,2019-01-08,3418
6422,500,2019-01-09,3419
6423,500,2019-01-10,3420
6424,500,2019-01-11,3421
6425,500,2019-01-12,3422
6426,500,2019-01-13,3423
6427,500,2019-01-14,3424
6428,500,2019-01-15,3425
6429,500,2019-01-16,3426
6430,500,2019-01-17,3427
6431,500,2019-01-18,3428
6432,500,2019-01-19,3429
6433,500,2019-01-20,3430
6434,500,2019-01-21,3431
6435,500,2019-01-22,3432
6436,500,2019-01-23,3433
6437,500,2019-01-24,3434
6438,500,2019-01-25,3435
6439,500,2019-01-26,3436
6440,500,2019-01-27,3437
6441,500,2019-01-28,3438
6442,500,2019-01-29,3439
6443,500,2019-01-30,3440
6444,500,2019-01-31,3441
6445,500,2019-02-01,3442
6446,500,2019-02-02,3443
6447,500,2019-02-03,3444
6448,500,2019-02-04,3445
6449,500,2019-02-05,3446
6450,500,2019-02-06,3447
6451,500,2019-02-07,3448
6452,500,2019-02-08,3449
6453,500,2019-02-09,3450
6454,500,2019-02-10,3451
6455,500,2019-02-11,3452
6456,500,2019-02-12,3453
6457,500,2019-02-13,3454
6458,500,2019-02-14,3455
6459,500,2019-02-15,3456
6460,500,2019-02-16,3457
6461,500,2019-02-17,3458
6462,500,2019-02-18,3459
6463,500,2019-02-19,3460
6464,500,2019-02-20,3461
6465,500,2019-02-21,3462
6466,500,2019-02-22,3463
6467,500,2019-02-23,3464
6468,500,2019-02-24,3465
6469,500,2019-02-25,3466
6470,500,2019-02-26,3467
6471,500,2019-02-27,3468
6472,500,2019-02-28,3469
6473,500,2019-03-01,3470
6474,500,2019-03-02,3471
6475,500,2019-03-03,3472
6476,500,2019-03-04,3473
6477,499,2019-03-05,3474
6478,500,2019-03-06,3475
6479,500,2019-03-07,3476
6480,500,2019-03-08,3477
6481,500,2019-03-09,3478
6482,500,2019-03-10,3479
6483,500,2019-03-11,3480
6484,500,2019-03-12,3481
6485,500,2019-03-13,3482
6486,500,2019-03-14,3483
6487,500,2019-03-15,3484
6488,500,2019-03-16,3485
6489,500,2019-03-17,3486
6490,500,2019-03-18,3487
6491,500,2019-03-19,3488
6492,500,2019-03-20,3489
6493,500,2019-03-21,3490
6494,500,2019-03-22,3491
6495,500,2019-03-23,3492
6496,500,2019-03-24,3493
6497,500,2019-03-25,3494
6498,500,2019-03-26,3495
6499,500,2019-03-27,3496
6500,500,2019-03-28,3497
6501,500,2019-03-29,3498
6502,500,2019-03-30,3499
6503,500,2019-03-31,3500
6504,500,2019-04-01,3501
6505,500,2019-04-02,3502
6506,500,2019-04-03,3503
6507,500,2019-04-04,3504
6508,500,2019-04-05,3505
6509,500,2019-04-06,3506
6510,500,2019-04-07,3507
6511,500,2019-04-08,3508
6512,500,2019-04-09,3509
6513,500,2019-04-10,3510
6514,500,2019-04-11,3511
6515,500,2019-04-12,3512
6516,500,2019-04-13,3513
6517,500,2019-04-14,3514
6518,500,2019-04-15,3515
6519,500,2019-04-16,3516
6520,500,2019-04-17,3517
6521,500,2019-04-18,3518
6522,500,2019-04-19,3519
6523,500,2019-04-20,3520
6524,500,2019-04-21,3521
6525,500,2019-04-22,3522
6526,500,2019-04-23,3523
6527,500,2019-04-24,3524
6528,500,2019-04-25,3525
6529,500,2019-04-26,3526
6530,500,2019-04-27,3527
6531,500,2019-04-28,3528
6532,500,2019-04-29,3529
6533,500,2019-04-30,3530
6534,500,2019-05-01,3531
6535,500,2019-05-02,3532
6536,500,2019-05-03,3533
6537,500,2019-05-04,3534
6538,500,2019-05-05,3535
6539,500,2019-05-06,3536
6540,500,2019-05-07,3537
6541,500,2019-05-08,3538
6542,500,2019-05-09,3539
6543,500,2019-05-10,3540
6544,500,2019-05-11,3541
6545,500,2019-05-12,3542
6546,500,2019-05-13,3543
6547,500,2019-05-14,3544
6548,500,2019-05-15,3545
6549,500,2019-05-16,3546
6550,500,2019-05-17,3547
6551,500,2019-05-18,3548
6552,500,2019-05-19,3549
6553,500,2019-05-20,3550
6554,500,2019-05-21,3551
6555,500,2019-05-22,3552
6556,500,2019-05-23,3553
6557,500,2019-05-24,3554
6558,500,2019-05-25,3555
6559,500,2019-05-26,3556
6560,500,2019-05-27,3557
6561,500,2019-05-28,3558
6562,500,2019-05-29,3559
6563,500,2019-05-30,3560
6564,500,2019-05-31,3561
6565,500,2019-06-01,3562
6566,500,2019-06-02,3563
6567,500,2019-06-03,3564
6568,500,2019-06-04,3565
6569,500,2019-06-05,3566
6570,500,2019-06-06,3567
6571,500,2019-06-07,3568
6572,500,2019-06-08,3569
6573,500,2019-06-09,3570
6574,500,2019-06-10,3571
6575,500,2019-06-11,3572
6576,500,2019-06-12,3573
6577,500,2019-06-13,3574
6578,500,2019-06-14,3575
6579,500,2019-06-15,3576
6580,500,2019-06-16,3577
6581,500,2019-06-17,3578
6582,500,2019-06-18,3579
6583,500,2019-06-19,3580
6584,500,2019-06-20,3581
6585,500,2019-06-21,3582
6586,500,2019-06-22,3583
6587,500,2019-06-23,3584
6588,500,2019-06-24,3585
6589,500,2019-06-25,3586
6590,500,2019-06-26,3587
6591,500,2019-06-27,3588
6592,500,2019-06-28,3589
6593,500,2019-06-29,3590
6594,500,2019-06-30,3591
6595,500,2019-07-01,3592
6596,500,2019-07-02,3593
6597,500,2019-07-03,3594
6598,500,2019-07-04,3595
6599,500,2019-07-05,3596
6600,500,2019-07-06,3597
6601,500,2019-07-07,3598
6602,500,2019-07-08,3599
6603,500,2019-07-09,3600
6604,500,2019-07-10,3601
6605,500,2019-07-11,3602
6606,500,2019-07-12,3603
6607,500,2019-07-13,3604
6608,500,2019-07-14,3605
6609,500,2019-07-15,3606
6610,500,2019-07-16,3607
6611,500,2019-07-17,3608
6612,500,2019-07-18,3609
6613,500,2019-07-19,3610
6614,500,2019-07-20,3611
6615,500,2019-07-21,3612
6616,500,2019-07-22,3613
6617,500,2019-07-23,3614
6618,500,2019-07-24,3615
6619,500,2019-07-25,3616
6620,500,2019-07-26,3617
6621,500,2019-07-27,3618
6622,500,2019-07-28,3619
6623,500,2019-07-29,3620
6624,500,2019-07-30,3621
6625,500,2019-07-31,3622
6626,500,2019-08-01,3623
6627,500,2019-08-02,3624
6628,500,2019-08-03,3625
6629,500,2019-08-04,3626
6630,500,2019-08-05,3627
6631,500,2019-08-06,3628
6632,500,2019-08-07,3629
6633,500,2019-08-08,3630
6634,500,2019-08-09,3631
6635,500,2019-08-10,3632
6636,500,2019-08-11,3633
6637,500,2019-08-12,3634
6638,500,2019-08-13,3635
6639,500,2019-08-14,3636
6640,500,2019-08-15,3637
6641,500,2019-08-16,3638
6642,500,2019-08-17,3639
6643,500,2019-08-18,3640
6644,500,2019-08-19,3641
6645,500,2019-08-20,3642
6646,500,2019-08-21,3643
6647,500,2019-08-22,3644
6648,500,2019-08-23,3645
6649,500,2019-08-24,3646
6650,500,2019-08-25,3647
6651,500,2019-08-26,3648
6652,500,2019-08-27,3649
6653,500,2019-08-28,3650
6654,500,2019-08-29,3651
6655,500,2019-08-30,3652
6656,500,2019-08-31,3653
6657,500,2019-09-01,3654
6658,500,2019-09-02,3655
6659,500,2019-09-03,3656
6660,500,2019-09-04,3657
6661,500,2019-09-05,3658
6662,500,2019-09-06,3659
6663,500,2019-09-07,3660
6664,500,2019-09-08,3661
6665,500,2019-09-09,3662
6666,500,2019-09-10,3663
6667,500,2019-09-11,3664
6668,500,2019-09-12,3665
6669,500,2019-09-13,3666
6670,500,2019-09-14,3667
6671,500,2019-09-15,3668
6672,500,2019-09-16,3669
6673,500,2019-09-17,3670
6674,500,2019-09-18,3671
6675,500,2019-09-19,3672
6676,500,2019-09-20,3673
6677,500,2019-09-21,3674
6678,500,2019-09-22,3675
6679,500,2019-09-23,3676
6680,500,2019-09-24,3677
6681,500,2019-09-25,3678
6682,500,2019-09-26,3679
6683,500,2019-09-27,3680
6684,500,2019-09-28,3681
6685,500,2019-09-29,3682
6686,500,2019-09-30,3683
6687,500,2019-10-01,3684
6688,500,2019-10-02,3685
6689,500,2019-10-03,3686
6690,500,2019-10-04,3687
6691,500,2019-10-05,3688
6692,500,2019-10-06,3689
6693,500,2019-10-07,3690
6694,500,2019-10-08,3691
6695,500,2019-10-09,3692
6696,500,2019-10-10,3693
6697,500,2019-10-11,3694
6698,500,2019-10-12,3695
6699,500,2019-10-13,3696
6700,500,2019-10-14,3697
6701,500,2019-10-15,3698
6702,500,2019-10-16,3699
6703,500,2019-10-17,3700
6704,500,2019-10-18,3701
6705,500,2019-10-19,3702
6706,500,2019-10-20,3703
6707,500,2019-10-21,3704
6708,500,2019-10-22,3705
6709,500,2019-10-23,3706
6710,500,2019-10-24,3707
6711,500,2019-10-25,3708
6712,500,2019-10-26,3709
6713,500,2019-10-27,3710
6714,500,2019-10-28,3711
6715,500,2019-10-29,3712
6716,500,2019-10-30,3713
6717,500,2019-10-31,3714
6718,500,2019-11-01,3715
6719,500,2019-11-02,3716
6720,500,2019-11-03,3717
6721,500,2019-11-04,3718
6722,500,2019-11-05,3719
6723,500,2019-11-06,3720
6724,500,2019-11-07,3721
6725,500,2019-11-08,3722
6726,500,2019-11-09,3723
6727,500,2019-11-10,3724
6728,500,2019-11-11,3725
6729,500,2019-11-12,3726
6730,500,2019-11-13,3727
6731,500,2019-11-14,3728
6732,500,2019-11-15,3729
6733,500,2019-11-16,3730
6734,500,2019-11-17,3731
6735,500,2019-11-18,3732
6736,500,2019-11-19,3733
6737,500,2019-11-20,3734
6738,500,2019-11-21,3735
6739,500,2019-11-22,3736
6740,500,2019-11-23,3737
6741,500,2019-11-24,3738
6742,500,2019-11-25,3739
6743,500,2019-11-26,3740
6744,500,2019-11-27,3741
6745,500,2019-11-28,3742
6746,500,2019-11-29,3743
6747,500,2019-11-30,3744
6748,500,2019-12-01,3745
6749,500,2019-12-02,3746
6750,500,2019-12-03,3747
6751,500,2019-12-04,3748
6752,500,2019-12-05,3749
6753,500,2019-12-06,3750
6754,500,2019-12-07,3751
6755,500,2019-12-08,3752
6756,500,2019-12-09,3753
6757,500,2019-12-10,3754
6758,500,2019-12-11,3755
6759,500,2019-12-12,3756
6760,500,2019-12-13,3757
6761,500,2019-12-14,3758
6762,500,2019-12-15,3759
6763,490,2019-12-16,3760
6764,500,2019-12-17,3761
6765,500,2019-12-18,3762
6766,500,2019-12-19,3763
6767,500,2019-12-20,3764
6768,500,2019-12-21,3765
6769,500,2019-12-22,3766
6770,500,2019-12-23,3767
6771,500,2019-12-24,3768
6772,500,2019-12-25,3769
6773,500,2019-12-26,3770
6774,500,2019-12-27,3771
6775,500,2019-12-28,3772
6776,500,2019-12-29,3773
6777,500,2019-12-30,3774
6778,500,2019-12-31,3775
6779,500,2020-01-01,3776
6780,500,2020-01-02,3777
6781,500,2020-01-03,3778
6782,500,2020-01-04,3779
6783,500,2020-01-05,3780
6784,500,2020-01-06,3781
6785,500,2020-01-07,3782
6786,500,2020-01-08,3783
6787,500,2020-01-09,3784
6788,500,2020-01-10,3785
6789,500,2020-01-11,3786
6790,500,2020-01-12,3787
6791,500,2020-01-13,3788
6792,500,2020-01-14,3789
6793,500,2020-01-15,3790
6794,500,2020-01-16,3791
6795,500,2020-01-17,3792
6796,500,2020-01-18,3793
6797,500,2020-01-19,3794
6798,500,2020-01-20,3795
6799,500,2020-01-21,3796
6800,500,2020-01-22,3797
6801,500,2020-01-23,3798
6802,500,2020-01-24,3799
6803,500,2020-01-25,3800
6804,500,2020-01-26,3801
6805,500,2020-01-27,3802
6806,500,2020-01-28,3803
6807,500,2020-01-29,3804
6808,500,2020-01-30,3805
6809,500,2020-01-31,3806
6810,500,2020-02-01,3807
6811,500,2020-02-02,3808
6812,500,2020-02-03,3809
6813,500,2020-02-04,3810
6814,500,2020-02-05,3811
6815,500,2020-02-06,3812
6816,500,2020-02-07,3813
6817,500,2020-02-08,3814
6818,500,2020-02-09,3815
6819,500,2020-02-10,3816
6820,500,2020-02-11,3817
6821,500,2020-02-12,3818
6822,500,2020-02-13,3819
6823,500,2020-02-14,3820
6824,500,2020-02-15,3821
6825,500,2020-02-16,3822
6826,500,2020-02-17,3823
6827,500,2020-02-18,3824
6828,500,2020-02-19,3825
6829,500,2020-02-20,3826
6830,500,2020-02-21,3827
6831,500,2020-02-22,3828
6832,500,2020-02-23,3829
6833,500,2020-02-24,3830
6834,500,2020-02-25,3831
6835,500,2020-02-26,3832
6836,500,2020-02-27,3833
6837,500,2020-02-28,3834
6838,500,2020-02-29,3835
6839,500,2020-03-01,3836
